document_id	entity_type	entity_text	entity_span
26978051_ru	DISO	депрессиях	102-112
26978051_ru	DISO	эндогенной депрессией	267-288
26978051_ru	DISO	ангедонической эндогенной депрессией	252-288
26978051_ru	CHEM	Вальдоксан	335-345
26978051_ru	FINDING	значительного улучшения	818-841
26978051_ru	CHEM	вальдоксана	1093-1104
26978051_ru	DISO	депрессиях	1139-1149
26978051_ru	DISO	средних по тяжести депрессиях	1120-1149
26978051_ru	PHYS	вегетативные	1172-1184
26978051_ru	DISO	депрессий	1275-1284
26978051_ru	PHYS	состояния пациентов	426-445
26978051_ru	FINDING	переносимость	1582-1595
26978051_ru	FINDING	хорошая переносимость	1574-1595
26978051_ru	FINDING	терапевтического действия вальдоксана	27-64
26978051_ru	FINDING	Терапевтический ответ	956-977
26978051_ru	FINDING	Лучший эффект	1079-1092
26978051_ru	DISO	побочные эффекты	1185-1201
26978051_ru	FINDING	высокоэффективный	1332-1349
26978051_ru	FINDING	Терапевтический эффект	1454-1476
26978051_ru	DISO	психопатологических особенностей	1685-1717
26978051_ru	FINDING	превосходил тимолептический и анксиолитический эффекты	862-916
26978053_ru	CHEM	буспирон	54-62
26978053_ru	CHEM	буспирон	1516-1524
26978053_ru	CHEM	спитомина	43-52
26978053_ru	DISO	тревожной симптоматики	609-644
26978053_ru	DISO	тревоги	667-674
26978053_ru	DISO	депрессивной симптоматики	804-829
26978053_ru	DISO	тревожности	839-850
26978053_ru	DISO	панической симптоматики	1004-1039
26978053_ru	DISO	личностной тревожности	1355-1377
26978053_ru	DISO	панического расстройства	1463-1487
26978053_ru	CHEM	спитомина	1505-1514
26978053_ru	FINDING	эффективности спитомина	29-52
26978053_ru	DISO	панического расстройства	90-114
26978053_ru	FINDING	динамика клинических показателей и личностных свойств	145-198
26978053_ru	DISO	панического расстройства	251-275
26978053_ru	CHEM	спитомин	353-361
26978053_ru	CHEM	буспирон	363-371
26978053_ru	CHEM	спитомин	577-585
26978053_ru	DISO	панической симптоматики	621-644
26978053_ru	DISO	тревожности	917-928
26978053_ru	DISO	ситуационной тревожности	891-928
26978053_ru	FINDING	значительная редукция панической и тревожной симптоматики	982-1039
26978053_ru	DISO	тревожной симптоматики	1017-1039
26978053_ru	FINDING	По шкале НАМ-А это снижение	1041-1068
26978053_ru	DISO	ситуационной тревожности	1166-1190
26978053_ru	DISO	тревожности	1179-1190
26978053_ru	FINDING	достоверно ниже, чем до терапии	1210-1241
26978053_ru	FINDING	уровень оставался относительно высоким	1253-1291
26978053_ru	FINDING	частичное снижение выраженности личностной тревожности	1323-1377
26978053_ru	DISO	тревожности	1366-1377
26978053_ru	FINDING	уровень также сохраняется высоким	1391-1424
26978053_ru	FINDING	оптимальным методом лечения	1575-1602
26978053_ru	FINDING	Хорошая переносимость препарата	1659-1690
26978053_ru	FINDING	переносимость препарата	1667-1690
26978053_ru	FINDING	возникновению и поддержанию панического расстройства	223-275
26978053_ru	DISO	личностной тревожности	906-928
26978056_ru	CHEM	магния	76-82
26978056_ru	DISO	пограничных психических расстройствах	87-124
26978056_ru	DISO	ППР	324-327
26978056_ru	LABPROC	клинического обследования	424-449
26978056_ru	CHEM	магния	469-475
26978056_ru	CHEM	электролитов	485-497
26978056_ru	CHEM	магния	572-578
26978056_ru	ANATOMY	эритроцитах	581-592
26978056_ru	DISO	ППР	622-625
26978056_ru	DISO	ППР	665-668
26978056_ru	CHEM	магния	678-684
26978056_ru	CHEM	магния	734-740
26978056_ru	ANATOMY	плазме	743-749
26978056_ru	ANATOMY	эритроцитах	752-763
26978056_ru	CHEM	магния	1169-1175
26978056_ru	ANATOMY	плазме	1178-1184
26978056_ru	ANATOMY	эритроцитах	1187-1198
26978056_ru	DISO	тревожной симптоматики	1223-1260
26978056_ru	DISO	депрессивной симптоматики	1235-1260
26978056_ru	PHYS	сна	1272-1275
26978056_ru	CHEM	антидепрессантах	1337-1353
26978056_ru	CHEM	органических солей магния	1409-1434
26978056_ru	DISO	ППР	1458-1461
26978056_ru	DISO	дефицит магния	68-82
26978056_ru	DISO	психических расстройствах	99-124
26978056_ru	DISO	ППР	126-129
26978056_ru	FINDING	факторов риска развития	153-176
26978056_ru	PHYS	содержание магния и других электролитов	458-497
26978056_ru	ANATOMY	крови	500-505
26978056_ru	FINDING	высокая частота сверхнизкого содержания магния	532-578
26978056_ru	FINDING	сверхнизкого содержания магния	548-578
26978056_ru	PHYS	содержания магния в эритроцитах	561-592
26978056_ru	PHYS	уровень магния	670-684
26978056_ru	FINDING	низкий уровень магния в плазме и эритроцитах	719-763
26978056_ru	PHYS	уровень магния в плазме и эритроцитах	726-763
26978056_ru	FINDING	достоверным повышением риска развития следующих заболеваний	779-838
26978056_ru	FINDING	риска развития следующих заболеваний	802-838
26978056_ru	ANATOMY	мозга	911-916
26978056_ru	ANATOMY	головного	901-910
26978056_ru	ANATOMY	головного мозга	901-916
26978056_ru	DISO	дисфункции головного мозга	890-916
26978056_ru	DISO	Расстройства личности и поведения	845-878
26978056_ru	DISO	Шизотипическое расстройство	935-962
26978056_ru	DISO	аффективные расстройства	994-1018
26978056_ru	DISO	Хронические аффективные расстройства	982-1018
26978056_ru	CHEM	магне В6	1054-1062
26978056_ru	CHEM	магне В6 форте	1054-1068
26978056_ru	FINDING	увеличить уровень магния	1151-1175
26978056_ru	PHYS	уровень магния	1161-1175
26978056_ru	FINDING	компенсации тревожной и депрессивной симптоматики	1211-1260
26978056_ru	FINDING	улучшению сна и общего состояния	1262-1294
26978056_ru	FINDING	снижению потребности в антидепрессантах	1314-1353
26978056_ru	PHYS	потребности в антидепрессантах	1323-1353
26978056_ru	CHEM	солей магния	1422-1434
26978056_ru	CHEM	магния	1428-1434
26978056_ru	CHEM	препаратов на основе органических солей магния	1388-1434
26978056_ru	FINDING	улучшить состояние пациентов	1479-1507
26978056_ru	FINDING	снизить их потребность в фармакотерапии	1510-1549
26978056_ru	PHYS	общего состояния	1278-1294
26978057_ru	PHYS	смерти	1329-1335
26978057_ru	FINDING	смертности	53-63
26978057_ru	DISO	поведенческими расстройствами	128-157
26978057_ru	PHYS	умерших	281-288
26978057_ru	DISO	поведенческими расстройствами	481-510
26978057_ru	FINDING	смертности	671-681
26978057_ru	PHYS	умерших	782-789
26978057_ru	DISO	новообразований	835-850
26978057_ru	PHYS	умерших	886-893
26978057_ru	INJURY_POISONING	отравлений	904-914
26978057_ru	PHYS	здоровья	1043-1051
26978057_ru	FINDING	смертности	1086-1096
26978057_ru	FINDING	причин смерти	1322-1335
26978057_ru	PHYS	смерти	269-275
26978057_ru	FINDING	средняя продолжительность жизни	547-578
26978057_ru	FINDING	продолжительность жизни	555-578
26978057_ru	PHYS	жизни	573-578
26978057_ru	FINDING	относительно низкая доля умерших	757-789
26978057_ru	DISO	болезней системы кровообращения	793-824
26978057_ru	ANATOMY	системы кровообращения	802-824
26978057_ru	PHYS	кровообращения	810-824
26978057_ru	FINDING	более высокой доли умерших	867-893
26978057_ru	INJURY_POISONING	травм	897-902
26978057_ru	FINDING	воздействий внешних факторов	924-952
26978057_ru	FINDING	ухудшения здоровья	1033-1051
26978057_ru	FINDING	значимым фактором риска ухудшения здоровья	1009-1051
26978057_ru	FINDING	значительным преобладанием в ней состояний, являющихся потенциально предотвратимыми	1159-1242
26978057_ru	FINDING	искажению статистических данных о структуре смертности	1369-1423
26978057_ru	FINDING	смертности	1413-1423
26978057_ru	DISO	психическими расстройствами	113-157
26978057_ru	DISO	психическими и поведенческими расстройствами	113-157
26978057_ru	DISO	психическими и поведенческими расстройствами	466-510
26978057_ru	DISO	психическими расстройствами	466-510
26978168_ru	PHYS	ВРС	85-88
26978168_ru	DISO	ИБС	165-168
26978168_ru	DISO	КАН	276-279
26978168_ru	DISO	ИБС	323-326
26978168_ru	PHYS	ТРС	649-652
26978168_ru	DISO	ИБС	1649-1652
26978168_ru	PHYS	вариабельности ритма сердца	56-83
26978168_ru	DISO	кардиоваскулярной автономной невропатии	235-274
26978168_ru	DISO	СД-2	304-308
26978168_ru	DISO	СД-2	376-380
26978168_ru	DISO	ИБС	387-390
26978168_ru	DISO	ИБС	447-450
26978168_ru	DISO	СД-2	453-457
26978168_ru	DISO	ИБС	490-493
26978168_ru	DISO	СД-2	498-502
26978168_ru	DISO	СД-2	535-539
26978168_ru	DISO	ИБС	544-547
26978168_ru	LABPROC	электрокардиограммы	612-631
26978168_ru	CHEM	гликированного гемоглобина	1023-1049
26978168_ru	DISO	КАН	1089-1092
26978168_ru	CHEM	глюкозы	1289-1296
26978168_ru	ANATOMY	крови	1299-1304
26978168_ru	DISO	СД-2	1319-1323
26978168_ru	DISO	атеросклеротическое поражение	1344-1373
26978168_ru	ANATOMY	коронарного русла	1374-1391
26978168_ru	DISO	сердечно-сосудистых осложнений	1589-1619
26978168_ru	DISO	СД-2	1630-1634
26978168_ru	ANATOMY	сердца	77-83
26978168_ru	PHYS	ритма сердца	71-83
26978168_ru	DISO	нарушений вариабельности ритма сердца (ВРС) и турбулентности ритма сердца (ТРС)	46-125
26978168_ru	ANATOMY	сердца	113-119
26978168_ru	PHYS	ритма сердца	107-119
26978168_ru	PHYS	турбулентности ритма сердца	92-119
26978168_ru	PHYS	ТРС	121-124
26978168_ru	DISO	ишемической болезнью сердца	136-163
26978168_ru	ANATOMY	сердца	157-163
26978168_ru	DISO	сахарным диабетом	172-189
26978168_ru	DISO	диабетом	181-189
26978168_ru	DISO	сахарным диабетом 2-го типа	172-199
26978168_ru	DISO	СД	201-203
26978168_ru	DISO	СД-2	201-205
26978168_ru	FINDING	распространенность кардиоваскулярной автономной невропатии	216-274
26978168_ru	ANATOMY	кардиоваскулярной	235-252
26978168_ru	DISO	невропатии	264-274
26978168_ru	DISO	автономной невропатии	253-274
26978168_ru	DISO	СД	304-306
26978168_ru	DISO	СД-2 в сочетании с ИБС	304-326
26978168_ru	DISO	СД	376-378
26978168_ru	DISO	СД	453-455
26978168_ru	DISO	СД	498-500
26978168_ru	DISO	СД	535-537
26978168_ru	LABPROC	мониторирование электрокардиограммы	596-631
26978168_ru	LABPROC	анализом ВРС и ТРС	634-652
26978168_ru	PHYS	ВРС	643-646
26978168_ru	PHYS	ВРС	715-718
26978168_ru	PHYS	ТРС	721-724
26978168_ru	DISO	КАН	734-737
26978168_ru	DISO	КАН	799-802
26978168_ru	DISO	КАН	951-954
26978168_ru	PHYS	длительностью СД-2	994-1012
26978168_ru	DISO	СД-2	1008-1012
26978168_ru	DISO	СД	1008-1010
26978168_ru	PHYS	уровнем гликированного гемоглобина	1015-1049
26978168_ru	CHEM	гемоглобина	1038-1049
26978168_ru	DISO	тяжелой КАН	1081-1092
26978168_ru	DISO	КАН	1123-1126
26978168_ru	FINDING	увеличением риска множественного поражения	1155-1197
26978168_ru	FINDING	риска множественного поражения коронарных артерий	1167-1216
26978168_ru	DISO	множественного поражения коронарных артерий	1173-1216
26978168_ru	DISO	поражения коронарных артерий	1188-1216
26978168_ru	ANATOMY	коронарных артерий	1198-1216
26978168_ru	ANATOMY	артерий	1209-1216
26978168_ru	ANATOMY	коронарных	1198-1208
26978168_ru	LABPROC	контроля уровня глюкозы в крови	1273-1304
26978168_ru	PHYS	уровня глюкозы в крови	1282-1304
26978168_ru	PHYS	длительность СД-2	1306-1323
26978168_ru	DISO	СД	1319-1321
26978168_ru	ANATOMY	коронарного	1374-1385
26978168_ru	DISO	атеросклеротическое поражение коронарного русла	1344-1391
26978168_ru	DISO	КАН	1430-1433
26978168_ru	PHYS	тяжести КАН	1544-1555
26978168_ru	DISO	КАН	1552-1555
26978168_ru	FINDING	прогнозирования риска развития сердечно-сосудистых осложнений	1558-1619
26978168_ru	ANATOMY	сердечно	1589-1597
26978168_ru	ANATOMY	сосудистых	1598-1608
26978168_ru	DISO	осложнений	1609-1619
26978168_ru	DISO	СД	1630-1632
26978168_ru	DISO	СД-2 в сочетании с ИБС	1630-1652
26978168_ru	FINDING	характер и тяжесть нарушений	27-55
26978168_ru	DISO	ишемической болезнью	136-156
26978168_ru	PHYS	тяжесть	286-293
26978168_ru	LABPROC	суточное мониторирование электрокардиограммы	587-631
26978168_ru	PHYS	тяжесть	753-760
26978168_ru	FINDING	чаще выявлялась КАН, особенно тяжелой степени	783-828
26978168_ru	PHYS	наличием и тяжестью КАН	1410-1433
26978168_ru	ANATOMY	сердечно-сосудистых	1589-1608
26978168_ru	DISO	ишемической	136-147
26978170_ru	DISO	СОАС	102-106
26978170_ru	DISO	СД-2	354-358
26978170_ru	DISO	гипергликемии	35-48
26978170_ru	PHYS	функцию эндотелия	111-128
26978170_ru	ANATOMY	сосудов	152-159
26978170_ru	PHYS	артериального давления	430-452
26978170_ru	LABPROC	кардиореспираторный мониторинг сна	484-518
26978170_ru	PHYS	АД	752-754
26978170_ru	ANATOMY	сосудов	767-774
26978170_ru	PHYS	ФЭ	786-788
26978170_ru	ANATOMY	общей сонной артерии	809-829
26978170_ru	PHYS	центрального диастолического АД	907-938
26978170_ru	PHYS	пульсового АД	952-965
26978170_ru	ANATOMY	аорте	968-973
26978170_ru	DISO	СОАС	1030-1034
26978170_ru	PHYS	ригидности артерий	1199-1217
26978170_ru	PHYS	АД	1282-1284
26978170_ru	PHYS	вазодилатации	1404-1417
26978170_ru	PHYS	ДОСА	1561-1565
26978170_ru	DISO	ригидность	1640-1650
26978170_ru	ANATOMY	сосудов	1651-1658
26978170_ru	DISO	СД 2-го типа	1671-1683
26978170_ru	FINDING	влияние гипергликемии в сочетании с синдромом обструктивного апноэ во сне	27-100
26978170_ru	PHYS	сне	97-100
26978170_ru	DISO	апноэ	88-93
26978170_ru	DISO	обструктивного апноэ во сне	73-100
26978170_ru	DISO	синдромом обструктивного апноэ во сне	63-100
26978170_ru	ANATOMY	эндотелия	119-128
26978170_ru	PHYS	ФЭ	130-132
26978170_ru	PHYS	ремоделирование сосудов	136-159
26978170_ru	ANATOMY	артериальной	170-182
26978170_ru	DISO	гипертонией	183-194
26978170_ru	DISO	артериальной гипертонией	170-194
26978170_ru	DISO	АГ	196-198
26978170_ru	DISO	АГ	260-262
26978170_ru	DISO	АГ	320-322
26978170_ru	DISO	диабетом	334-342
26978170_ru	DISO	сахарным диабетом	325-342
26978170_ru	DISO	сахарным диабетом 2-го типа	325-352
26978170_ru	DISO	СД	354-356
26978170_ru	ANATOMY	артериального	430-443
26978170_ru	DISO	повышением артериального давления	419-452
26978170_ru	DISO	изолированным повышением артериального давления	405-452
26978170_ru	PHYS	АД	454-456
26978170_ru	DISO	СД	469-471
26978170_ru	DISO	СД-2	469-473
26978170_ru	LABPROC	кардиореспираторный мониторинг	484-514
26978170_ru	PHYS	сна	515-518
26978170_ru	PHYS	индексом апноэ-гипопноэ	615-638
26978170_ru	DISO	апноэ	624-629
26978170_ru	DISO	гипопноэ	630-638
26978170_ru	PHYS	индексом	692-700
26978170_ru	LABPROC	суточное мониторирование	727-751
26978170_ru	PHYS	жесткости сосудов	757-774
26978170_ru	PHYS	диаметр общей сонной артерии	801-829
26978170_ru	ANATOMY	сонной артерии	815-829
26978170_ru	ANATOMY	артерии	822-829
26978170_ru	PHYS	ДОСА	831-835
26978170_ru	PHYS	толщину комплекса интима-медиа	839-869
26978170_ru	ANATOMY	комплекса интима-медиа	847-869
26978170_ru	PHYS	ТИМ	871-874
26978170_ru	FINDING	снижение центрального диастолического АД	898-938
26978170_ru	PHYS	диастолического АД	920-938
26978170_ru	PHYS	АД	936-938
26978170_ru	FINDING	увеличение пульсового АД	941-965
26978170_ru	PHYS	АД	963-965
26978170_ru	DISO	СД	984-986
26978170_ru	DISO	СД	1010-1012
26978170_ru	DISO	тяжелой формой СОАС	1015-1034
26978170_ru	FINDING	максимально высокая центральная скорость распространения пульсовой волны	1073-1145
26978170_ru	PHYS	центральная скорость распространения пульсовой волны	1093-1145
26978170_ru	PHYS	пульсовой волны	1130-1145
26978170_ru	PHYS	скорость распространения пульсовой волны	1105-1145
26978170_ru	FINDING	преобладание средненочного индекса ригидности артерий	1164-1217
26978170_ru	PHYS	средненочного индекса ригидности артерий	1177-1217
26978170_ru	PHYS	индекса ригидности артерий	1191-1217
26978170_ru	ANATOMY	артерий	1210-1217
26978170_ru	PHYS	скорости нарастания АД	1262-1284
26978170_ru	FINDING	нарастания АД	1271-1284
26978170_ru	FINDING	уменьшения время распространения отраженной волны	1287-1336
26978170_ru	PHYS	время распространения отраженной волны	1298-1336
26978170_ru	PHYS	отраженной волны	1320-1336
26978170_ru	DISO	СД	1347-1349
26978170_ru	PHYS	средний уровень зависимой от потока вазодилатации	1368-1417
26978170_ru	PHYS	зависимой от потока вазодилатации	1384-1417
26978170_ru	DISO	СД	1452-1454
26978170_ru	FINDING	снижение абсолютных значений индекса реактивности	1484-1533
26978170_ru	PHYS	абсолютных значений индекса реактивности	1493-1533
26978170_ru	PHYS	индекса реактивности	1513-1533
26978170_ru	PHYS	реактивности	1521-1533
26978170_ru	FINDING	увеличение ТИМ и ДОСА	1544-1565
26978170_ru	PHYS	ТИМ	1555-1558
26978170_ru	DISO	СОАС	1601-1605
26978170_ru	DISO	дисфункцию эндотелия	1617-1637
26978170_ru	ANATOMY	эндотелия	1628-1637
26978170_ru	FINDING	усугубляет дисфункцию эндотелия и ригидность сосудов	1606-1658
26978170_ru	DISO	ригидность сосудов	1640-1658
26978170_ru	DISO	СД	1671-1673
26978170_ru	DISO	АГ	1698-1700
26978170_ru	DISO	артериальной гипертонией (АГ) 1-2-й степени	170-213
26978170_ru	DISO	АГ 1-2-й степени	260-276
26978170_ru	FINDING	среднесуточной и средненочной максимальной скорости нарастания АД	1219-1284
26978170_ru	FINDING	средний уровень зависимой от потока вазодилатации был существенно снижен	1368-1440
26978172_ru	DISO	БА	289-291
26978172_ru	DISO	субклинического воспаления	719-745
26978172_ru	DISO	гиперрезистинемия	1411-1428
26978172_ru	DISO	субклинического воспаления	1564-1590
26978172_ru	CHEM	резистина	39-48
26978172_ru	CHEM	адипонектина	50-62
26978172_ru	CHEM	лептина	64-71
26978172_ru	DISO	СД-2	270-274
26978172_ru	CHEM	углеводного	412-423
26978172_ru	CHEM	липидного	426-435
26978172_ru	PHYS	липидного обмена	426-442
26978172_ru	CHEM	лептина	455-462
26978172_ru	CHEM	резистина	464-473
26978172_ru	CHEM	адипонектина	475-487
26978172_ru	CHEM	интерлейкина	489-501
26978172_ru	DISO	СД-2	546-550
26978172_ru	DISO	гиперлептинемия	585-600
26978172_ru	DISO	гиперрезистинемия	602-619
26978172_ru	DISO	инсулинорезистентность	792-814
26978172_ru	CHEM	общего холестерина	944-962
26978172_ru	CHEM	триглицеридов	969-982
26978172_ru	CHEM	ХС	984-986
26978172_ru	CHEM	липопротеидов	987-1000
26978172_ru	DISO	атерогенности	1032-1045
26978172_ru	CHEM	ХС	1065-1067
26978172_ru	CHEM	липопротеидов	1068-1081
26978172_ru	CHEM	резистина	1182-1191
26978172_ru	CHEM	инсулином	1194-1203
26978172_ru	DISO	ИР	1293-1295
26978172_ru	DISO	СД-2	1440-1444
26978172_ru	DISO	гиперлептинемия	1479-1494
26978172_ru	DISO	гиперрезистинемия	1496-1513
26978172_ru	CHEM	адипонектина	1543-1555
26978172_ru	PHYS	метаболических	85-99
26978172_ru	DISO	диабетом	131-139
26978172_ru	DISO	сахарным диабетом	122-139
26978172_ru	DISO	сахарным диабетом 2-го типа	122-149
26978172_ru	DISO	СД-2	151-155
26978172_ru	DISO	астмой	192-198
26978172_ru	ANATOMY	бронхиальной	179-191
26978172_ru	DISO	бронхиальной астмой	179-198
26978172_ru	DISO	БА	200-202
26978172_ru	DISO	СД-2	252-256
26978172_ru	PHYS	антропометрические параметры	371-399
26978172_ru	CHEM	ИЛ	503-505
26978172_ru	CHEM	ИЛ-10	510-515
26978172_ru	DISO	БА	573-575
26978172_ru	FINDING	снижение концентрации адипонектина	622-656
26978172_ru	CHEM	адипонектина	644-656
26978172_ru	DISO	воспаления	735-745
26978172_ru	DISO	ИР	816-818
26978172_ru	DISO	гиперинсулинемией	859-876
26978172_ru	DISO	дислипидемия	901-913
26978172_ru	DISO	атерогенная дислипидемия	889-913
26978172_ru	CHEM	холестерина	951-962
26978172_ru	CHEM	ХС	964-966
26978172_ru	CHEM	ХС липопротеидов низкой плотности	984-1017
26978172_ru	CHEM	ХС липопротеидов высокой плотности	1065-1099
26978172_ru	DISO	СД-2	1243-1247
26978172_ru	DISO	БА	1270-1272
26978172_ru	DISO	гиперинсулинемией	1335-1352
26978172_ru	DISO	ИР	1365-1367
26978172_ru	DISO	БА	1467-1469
26978172_ru	FINDING	снижению уровня адипонектина	1527-1555
26978172_ru	DISO	воспаления	1580-1590
26978172_ru	PHYS	гормонально-метаболических показателей	73-111
26978172_ru	CHEM	гормонально	73-84
26978172_ru	DISO	СД	151-153
26978172_ru	DISO	СД	252-254
26978172_ru	DISO	СД	270-272
26978172_ru	PHYS	практически здоровых	334-354
26978172_ru	PHYS	углеводного обмена	412-442
26978172_ru	PHYS	содержание	444-454
26978172_ru	CHEM	интерлейкина (ИЛ) 6,	489-509
26978172_ru	CHEM	ИЛ	510-512
26978172_ru	DISO	СД	546-548
26978172_ru	PHYS	концентрации адипонектина	631-656
26978172_ru	CHEM	липопротеидов низкой плотности	987-1017
26978172_ru	FINDING	снижением уровня ХС липопротеидов высокой плотности	1048-1099
26978172_ru	CHEM	липопротеидов высокой плотности	1068-1099
26978172_ru	DISO	сочетанием заболеваний	1112-1134
26978172_ru	FINDING	положительная корреляция	1146-1170
26978172_ru	PHYS	содержания резистина	1171-1191
26978172_ru	DISO	СД	1243-1245
26978172_ru	DISO	СД	1440-1442
26978172_ru	PHYS	уровня адипонектина	1536-1555
26978172_ru	DISO	компенсаторной гиперинсулинемией	844-876
26978172_ru	DISO	компенсаторной гиперинсулинемией	1320-1352
26978172_ru	FINDING	повышением уровня общего холестерина (ХС), триглицеридов, ХС липопротеидов низкой плотности, коэффициента атерогенности	926-1045
26978172_ru	PHYS	уровня общего холестерина	937-962
26978172_ru	PHYS	уровня	937-943
26978172_ru	PHYS	уровня ХС липопротеидов высокой плотности	1058-1099
26978173_ru	DISO	СД	230-232
26978173_ru	CHEM	Апидра	719-725
26978173_ru	CHEM	инсулина	101-109
26978173_ru	CHEM	инсулином глулизин	142-160
26978173_ru	CHEM	генно-инженерные инсулины	526-551
26978173_ru	CHEM	гликированного гемоглобина	572-598
26978173_ru	CHEM	инсулина	692-700
26978173_ru	CHEM	HbA1c	795-800
26978173_ru	CHEM	HbA1c	840-845
26978173_ru	CHEM	глюкозы	975-982
26978173_ru	ANATOMY	крови	985-990
26978173_ru	DISO	гипогликемии	1183-1195
26978173_ru	DISO	Микрососудистые осложнения	1217-1243
26978173_ru	CHEM	инсулина	1316-1324
26978173_ru	DISO	СД	1344-1346
26978173_ru	PHYS	молодого возраста	1347-1364
26978173_ru	CHEM	инсулина гларгин	101-117
26978173_ru	CHEM	Лантус	119-125
26978173_ru	CHEM	инсулином	142-151
26978173_ru	CHEM	Апидра	162-168
26978173_ru	DISO	сахарным диабетом	211-228
26978173_ru	DISO	диабетом	220-228
26978173_ru	DISO	сахарным диабетом (СД) 1-го типа	211-243
26978173_ru	CHEM	инсулина	302-310
26978173_ru	CHEM	инсулина человека	302-319
26978173_ru	CHEM	аналогами инсулина человека	292-319
26978173_ru	DISO	СД	451-453
26978173_ru	CHEM	инсулины	543-551
26978173_ru	CHEM	инсулины человека	543-560
26978173_ru	CHEM	генно-инженерные инсулины человека	526-560
26978173_ru	PHYS	уровнем гликированного гемоглобина	564-598
26978173_ru	CHEM	гемоглобина	587-598
26978173_ru	CHEM	HbA1c	600-605
26978173_ru	CHEM	инсулина человека	692-709
26978173_ru	CHEM	аналогами инсулина человека	682-709
26978173_ru	CHEM	Лантус	710-716
26978173_ru	PHYS	средний уровень HbA1c	779-800
26978173_ru	PHYS	уровень HbA1c	832-845
26978173_ru	FINDING	изменение по сравнению с 1-м визитом	879-915
26978173_ru	PHYS	уровня глюкозы в крови	968-990
26978173_ru	FINDING	Сократилось число бессимптомных и клинически проявляющихся эпизодов гипогликемии	1054-1134
26978173_ru	PHYS	число бессимптомных и клинически проявляющихся эпизодов гипогликемии	1066-1134
26978173_ru	DISO	гипогликемии	1122-1134
26978173_ru	DISO	клинически проявляющихся эпизодов гипогликемии	1088-1134
26978173_ru	DISO	ночных и тяжелых эпизодов гипогликемии	1157-1195
26978173_ru	ANATOMY	Микрососудистые	1217-1232
26978173_ru	DISO	осложнения	1233-1243
26978173_ru	FINDING	не прогрессировали	1264-1282
26978173_ru	CHEM	инсулина человека	1316-1333
26978173_ru	CHEM	аналогов инсулина человека	1307-1333
26978173_ru	PHYS	возраста	1356-1364
26978173_ru	FINDING	эффективно и безопасно	1365-1387
26978173_ru	FINDING	улучшает качество жизни	1389-1412
26978173_ru	PHYS	качество жизни	1398-1412
26978173_ru	PHYS	жизни	1407-1412
26978173_ru	FINDING	не сопровождается риском развития	1415-1448
26978173_ru	FINDING	риском развития бессимптомных и ночных гипогликемических состояний	1433-1499
26978173_ru	DISO	гипогликемических состояний	1472-1499
26978173_ru	FINDING	эффективности и безопасности терапии	255-291
26978173_ru	FINDING	уровень HbA1c достоверно снизился	832-865
26978173_ru	PHYS	натощак	991-998
26978173_ru	FINDING	Достоверное снижение уровня глюкозы в крови натощак и после приема пищи	947-1018
26978173_ru	FINDING	ночных и тяжелых эпизодов гипогликемии не зарегистрировано	1157-1215
26978173_ru	CHEM	аналогов инсулина	1307-1324
26978173_ru	DISO	бессимптомных и ночных гипогликемических состояний	1449-1499
26978173_ru	CHEM	аналогами инсулина	682-700
26978173_ru	CHEM	аналогами инсулина	292-310
26978176_ru	DISO	сахарным диабетом	29-46
26978176_ru	DISO	СД	48-50
26978176_ru	DISO	ДН	249-251
26978176_ru	DISO	ПУ	840-842
26978176_ru	DISO	ПУ	918-920
26978176_ru	DISO	НАУ	978-981
26978176_ru	DISO	СД	1098-1100
26978176_ru	DISO	МАУ	1177-1180
26978176_ru	DISO	НУ	1568-1570
26978176_ru	DISO	СД	1747-1749
26978176_ru	PHYS	экскреции	128-137
26978176_ru	ANATOMY	подоцитов	167-176
26978176_ru	DISO	СД	341-343
26978176_ru	DISO	СД	356-358
26978176_ru	CHEM	альбумина	409-418
26978176_ru	ANATOMY	мочи	436-440
26978176_ru	DISO	нормоальбуминурией	481-499
26978176_ru	DISO	микроальбуминурией	538-556
26978176_ru	DISO	протеинурией	596-608
26978176_ru	ANATOMY	моче	657-661
26978176_ru	LABPROC	иммуноферментным методом	662-686
26978176_ru	ANATOMY	подоцитов	724-733
26978176_ru	CHEM	нефрина	736-743
26978176_ru	DISO	Подоцинурия	844-855
26978176_ru	DISO	НУ	922-924
26978176_ru	DISO	ДН	929-931
26978176_ru	DISO	СД	973-975
26978176_ru	PHYS	Экскреция	983-992
26978176_ru	CHEM	подоцина	993-1001
26978176_ru	DISO	НУ	1129-1131
26978176_ru	DISO	альбуминурией	1134-1147
26978176_ru	DISO	СД	1212-1214
26978176_ru	CHEM	креатинина	1281-1291
26978176_ru	ANATOMY	сыворотки	1292-1301
26978176_ru	ANATOMY	крови	1304-1309
26978176_ru	DISO	СД	1361-1363
26978176_ru	PHYS	гликированного	1441-1455
26978176_ru	PHYS	систолического артериального давления	1528-1565
26978176_ru	ANATOMY	моче	1606-1610
26978176_ru	CHEM	нефрина	1611-1618
26978176_ru	CHEM	подоцина	1621-1629
26978176_ru	DISO	ДН	1686-1688
26978176_ru	ANATOMY	гломерулярного аппарата	1719-1742
26978176_ru	DISO	диабетом	38-46
26978176_ru	DISO	альбуминурии	83-95
26978176_ru	DISO	протеинурии	96-107
26978176_ru	ANATOMY	мочой	140-145
26978176_ru	PHYS	экскреции с мочой	128-145
