document_id	relation	head_text	head_span	head_type	tail_text	tail_span	tail_type
26591556_ru	USED_IN	матриксных металлопротеиназ 9	821-854	CHEM	липидограммы	667-679	LABPROC
26591556_ru	ORIGINS_FROM	липидного состава крови	924-947	CHEM	крови	942-947	ANATOMY
26591556_ru	AFFECTS	нарушениями липидного состава крови	912-947	DISO	крови	942-947	ANATOMY
26591556_ru	HAS_CAUSE	нарушениями липидного состава крови	912-947	DISO	РА	881-883	DISO
26591556_ru	SUBCLASS_OF	общего холестерина	1072-1090	CHEM	холестерина	1079-1090	CHEM
26591556_ru	SUBCLASS_OF	липопротеидов низкой плотности	1104-1134	CHEM	липопротеидов	1104-1117	CHEM
26591556_ru	FINDING_OF	положительно влияет на воспалительную активность заболевания	1163-1223	FINDING	воспалительную активность заболевания	1186-1223	PHYS
26591556_ru	ASSOCIATED_WITH	уровней общего холестерина, холестерина липопротеидов низкой плотности, триглицеридов, апо-В	1064-1156	PHYS	общего холестерина	1072-1090	CHEM
26591556_ru	ASSOCIATED_WITH	уровней общего холестерина, холестерина липопротеидов низкой плотности, триглицеридов, апо-В	1064-1156	PHYS	холестерина липопротеидов низкой плотности	1092-1134	CHEM
26591556_ru	ASSOCIATED_WITH	уровней общего холестерина, холестерина липопротеидов низкой плотности, триглицеридов, апо-В	1064-1156	PHYS	триглицеридов	1136-1149	CHEM
26591556_ru	ASSOCIATED_WITH	уровней общего холестерина, холестерина липопротеидов низкой плотности, триглицеридов, апо-В	1064-1156	PHYS	апо-В	1151-1156	CHEM
26591556_ru	HAS_CAUSE	снижению уровней общего холестерина, холестерина липопротеидов низкой плотности, триглицеридов, апо-В	1055-1156	FINDING	аторвастатина	993-1006	CHEM
26591556_ru	FINDING_OF	снижению уровней общего холестерина, холестерина липопротеидов низкой плотности, триглицеридов, апо-В	1055-1156	FINDING	уровней общего холестерина, холестерина липопротеидов низкой плотности, триглицеридов, апо-В	1064-1156	PHYS
26591556_ru	SUBCLASS_OF	липопротеидов низкой плотности	1104-1134	CHEM	холестерина липопротеидов низкой плотности	1092-1134	CHEM
26591556_ru	SUBCLASS_OF	холестерина липопротеидов низкой плотности	1092-1134	CHEM	холестерина	1092-1103	CHEM
26591556_ru	SUBCLASS_OF	провоспалительных цитокинов	1240-1267	CHEM	цитокинов	1258-1267	CHEM
26591556_ru	ASSOCIATED_WITH	уровень провоспалительных цитокинов	1232-1267	PHYS	провоспалительных цитокинов	1240-1267	CHEM
26591556_ru	FINDING_OF	снижая уровень провоспалительных цитокинов	1225-1267	FINDING	уровень провоспалительных цитокинов	1232-1267	PHYS
26591556_ru	ASSOCIATED_WITH	уровень противовоспалительного цитокина ИЛ-10	1280-1325	PHYS	ИЛ-10	1320-1325	CHEM
26591556_ru	FINDING_OF	увеличивая уровень противовоспалительного цитокина ИЛ-10	1269-1325	FINDING	уровень противовоспалительного цитокина ИЛ-10	1280-1325	PHYS
26591556_ru	HAS_CAUSE	положительно влияет на воспалительную активность заболевания	1163-1223	FINDING	аторвастатина	993-1006	CHEM
26591556_ru	HAS_CAUSE	снижая уровень провоспалительных цитокинов	1225-1267	FINDING	аторвастатина	993-1006	CHEM
26591556_ru	HAS_CAUSE	увеличивая уровень противовоспалительного цитокина ИЛ-10	1269-1325	FINDING	аторвастатина	993-1006	CHEM
26591556_ru	HAS_CAUSE	осложнений ССЗ	1393-1407	DISO	ССЗ	1404-1407	DISO
26591556_ru	PART_OF	сердечно	168-176	ANATOMY	сердечно-сосудистых	168-187	ANATOMY
26591556_ru	PART_OF	сосудистых	177-187	ANATOMY	сердечно-сосудистых	168-187	ANATOMY
26591556_ru	TREATED_USING	РА	481-483	DISO	аторвастатин	619-631	CHEM
26591556_ru	ALTERNATIVE_NAME	α-фактора некроза опухоли	715-740	CHEM	α-фактора	715-724	CHEM
26591556_ru	SUBCLASS_OF	sЕ-селектина	777-789	CHEM	селектина	780-789	CHEM
26591556_ru	SUBCLASS_OF	sP-селектина	763-775	CHEM	селектина	766-775	CHEM
26591556_ru	SUBCLASS_OF	осложнений ССЗ	1393-1407	DISO	осложнений	1393-1403	DISO
26591556_ru	SUBCLASS_OF	Апо-А	688-693	CHEM	Апо	688-691	CHEM
26591556_ru	SUBCLASS_OF	апо-В	1151-1156	CHEM	апо	1151-1154	CHEM
26591556_ru	SUBCLASS_OF	противовоспалительного цитокина	1288-1319	CHEM	цитокина	1311-1319	CHEM
26591556_ru	SUBCLASS_OF	ИЛ-10	1320-1325	CHEM	противовоспалительного цитокина	1288-1319	CHEM
26591563_ru	ABBREVIATION	дефицитом магния	730-746	DISO	ДМ	748-750	DISO
26591563_ru	ABBREVIATION	нейронспецифическая енолаза	425-452	CHEM	NSE	454-457	CHEM
26591563_ru	PART_OF	нервной	59-66	ANATOMY	нервной системы	59-74	ANATOMY
26591563_ru	PART_OF	центральной нервной системы	47-74	ANATOMY	нервной системы	59-74	ANATOMY
26591563_ru	PHYSIOLOGY_OF	функций центральной нервной системы	39-74	PHYS	центральной нервной системы	47-74	ANATOMY
26591563_ru	AFFECTS	Магний	0-6	CHEM	функций центральной нервной системы	39-74	PHYS
26591563_ru	AFFECTS	Магний	0-6	CHEM	регуляции состояния клеточной мембраны	91-129	PHYS
26591563_ru	PART_OF	клеточной мембраны	111-129	ANATOMY	клеточной	111-120	ANATOMY
26591563_ru	PHYSIOLOGY_OF	регуляции состояния клеточной мембраны	91-129	PHYS	клеточной мембраны	111-129	ANATOMY
26591563_ru	AFFECTS	Магний	0-6	CHEM	трансмембранном переносе ионов кальция и натрия	131-178	PHYS
26591563_ru	SUBCLASS_OF	трансмембранном переносе ионов кальция и натрия	131-178	PHYS	трансмембранном переносе	131-155	PHYS
26591563_ru	SUBCLASS_OF	ионов натрия	156-178	CHEM	ионов	156-161	CHEM
26591563_ru	SUBCLASS_OF	ионов кальция	156-169	CHEM	ионов	156-161	CHEM
26591563_ru	SUBCLASS_OF	ионов кальция	156-169	CHEM	кальция	162-169	CHEM
26591563_ru	SUBCLASS_OF	ионов натрия	156-178	CHEM	натрия	172-178	CHEM
26591563_ru	ASSOCIATED_WITH	трансмембранном переносе ионов кальция и натрия	131-178	PHYS	ионов натрия	156-178	CHEM
26591563_ru	AFFECTS	Магний	0-6	CHEM	метаболических реакциях	180-203	PHYS
26591563_ru	APPLIED_TO	свободных радикалов	263-282	CHEM	окисления	298-307	PHYS
26591563_ru	SUBCLASS_OF	забарьерные антигены	347-367	CHEM	антигены	359-367	CHEM
26591563_ru	USED_IN	магний	323-329	CHEM	забарьерные антигены	347-367	CHEM
26591563_ru	SUBCLASS_OF	глиофибриллярный кислый протеин	379-410	CHEM	забарьерные антигены	347-367	CHEM
26591563_ru	ABBREVIATION	глиофибриллярный кислый протеин	379-410	CHEM	GFAP	412-416	CHEM
26591563_ru	SUBCLASS_OF	S100	419-423	CHEM	забарьерные антигены	347-367	CHEM
26591563_ru	SUBCLASS_OF	нейронспецифическая енолаза	425-452	CHEM	енолаза	445-452	CHEM
26591563_ru	SUBCLASS_OF	нейронспецифическая енолаза	425-452	CHEM	забарьерные антигены	347-367	CHEM
26591563_ru	SUBCLASS_OF	магний	460-466	CHEM	нейропротектора	494-509	CHEM
26591563_ru	PHYSIOLOGY_OF	проницаемости гематоэнцефалического барьера	545-588	PHYS	гематоэнцефалического барьера	559-588	ANATOMY
26591563_ru	AFFECTS	регуляцию проницаемости гематоэнцефалического барьера	535-588	PHYS	проницаемости гематоэнцефалического барьера	545-588	PHYS
26591563_ru	AFFECTS	нейропротектора	494-509	CHEM	регуляцию проницаемости гематоэнцефалического барьера	535-588	PHYS
26591563_ru	AFFECTS	магний	460-466	CHEM	регуляцию проницаемости гематоэнцефалического барьера	535-588	PHYS
26591563_ru	SUBCLASS_OF	вегетативная дисфункция	678-701	DISO	дисфункция	691-701	DISO
26591563_ru	HAS_CAUSE	тревога	669-676	DISO	стресс	661-667	DISO
26591563_ru	HAS_CAUSE	вегетативная дисфункция	678-701	DISO	стресс	661-667	DISO
26591563_ru	HAS_CAUSE	дезадаптации	714-726	DISO	стресс	661-667	DISO
26591563_ru	SUBCLASS_OF	психический стресс	759-790	DISO	стресс	784-790	DISO
26591563_ru	SUBCLASS_OF	физический стресс	773-790	DISO	стресс	784-790	DISO
26591563_ru	HAS_CAUSE	повышенному выведению магния из организма	802-843	FINDING	физический стресс	773-790	DISO
26591563_ru	HAS_CAUSE	повышенному выведению магния из организма	802-843	FINDING	психический стресс	759-790	DISO
26591563_ru	PART_OF	нервной	972-979	ANATOMY	нервной системы	972-987	ANATOMY
26591563_ru	HAS_CAUSE	снижение концентрации магния в крови	1076-1112	FINDING	ДМ	1143-1145	DISO
26591563_ru	PHYSIOLOGY_OF	концентрации магния в крови	1085-1112	PHYS	крови	1107-1112	ANATOMY
26591563_ru	FINDING_OF	снижение концентрации магния в крови	1076-1112	FINDING	концентрации магния в крови	1085-1112	PHYS
26591563_ru	ASSOCIATED_WITH	концентрации магния в крови	1085-1112	PHYS	магния	1098-1104	CHEM
26591563_ru	PHYSIOLOGY_OF	уровня магния в крови	1160-1181	PHYS	крови	1176-1181	ANATOMY
26591563_ru	ASSOCIATED_WITH	уровня магния в крови	1160-1181	PHYS	магния	1167-1173	CHEM
26591563_ru	SUBCLASS_OF	костной ткани	1249-1262	ANATOMY	ткани	1257-1262	ANATOMY
26591563_ru	TO_DETECT_OR_STUDY	тест оценки дефицита магния	1380-1407	LABPROC	дефицита магния	1392-1407	DISO
26591563_ru	AFFECTS	увеличивает способность нервной системы	948-987	FINDING	нервной	972-979	ANATOMY
26591563_ru	SUBCLASS_OF	свободных радикалов	263-282	CHEM	радикалов	273-282	CHEM
26591563_ru	SUBCLASS_OF	глиофибриллярный кислый протеин	379-410	CHEM	протеин	403-410	CHEM
26591563_ru	AFFECTS	вегетативная дисфункция	678-701	DISO	вегетативная	678-690	ANATOMY
26591563_ru	HAS_CAUSE	усиливает реакцию на стресс	863-890	FINDING	ДМ	860-862	DISO
26591563_ru	ASSOCIATED_WITH	стресс	884-890	DISO	усиливает реакцию на стресс	863-890	FINDING
26591563_ru	ASSOCIATED_WITH	ДМ	945-947	DISO	Восполнение ДМ	933-947	FINDING
26591563_ru	HAS_CAUSE	увеличивает способность нервной системы	948-987	FINDING	Восполнение ДМ	933-947	FINDING
26591563_ru	AFFECTS	стрессу	1002-1009	DISO	нервной системы	972-987	ANATOMY
26591563_ru	FINDING_OF	повышенному выведению магния из организма	802-843	FINDING	выведению магния из организма	814-843	PHYS
26591563_ru	ASSOCIATED_WITH	выведению магния из организма	814-843	PHYS	магния	824-830	CHEM
26591564_ru	ABBREVIATION	жирные кислоты	25-39	CHEM	ЖК	41-43	CHEM
26591564_ru	ABBREVIATION	холестерина	429-440	CHEM	ХС	443-445	CHEM
26591564_ru	ABBREVIATION	ЛП низкой плотности	252-271	CHEM	ЛПНП	273-277	CHEM
26591564_ru	ABBREVIATION	триглицеридов	231-244	CHEM	ТГ	246-248	CHEM
26591564_ru	ABBREVIATION	полиеновых ЖК	314-327	CHEM	ПНЖК	329-333	CHEM
26591564_ru	ABBREVIATION	полиэфиры холестерина	419-440	CHEM	поли-ЭХС	447-455	CHEM
26591564_ru	ALTERNATIVE_NAME	эфиры ХС	503-511	CHEM	ЭХС	514-517	CHEM
26591564_ru	ABBREVIATION	белок, переносящий эфиры ХС	484-511	CHEM	БПЭХ	519-523	CHEM
26591564_ru	ABBREVIATION	липопротеины (ЛП) высокой плотности	73-108	CHEM	ЛПВП	110-114	CHEM
26591564_ru	SUBCLASS_OF	жирные кислоты	25-39	CHEM	кислоты	32-39	CHEM
26591564_ru	SUBCLASS_OF	полярных липидах	118-134	CHEM	липидах	127-134	CHEM
26591564_ru	SUBCLASS_OF	ненасыщенных ЖК	207-222	CHEM	ЖК	220-222	CHEM
26591564_ru	SUBCLASS_OF	насыщенных ЖК	182-222	CHEM	ЖК	220-222	CHEM
26591564_ru	SUBCLASS_OF	моноеновых	194-204	CHEM	ЖК	220-222	CHEM
26591564_ru	SUBCLASS_OF	ЛП низкой плотности	252-271	CHEM	ЛП	252-254	CHEM
26591564_ru	PHYSIOLOGY_OF	активного поглощения клетками полиеновых ЖК	284-327	PHYS	клетками полиеновых ЖК	305-327	ANATOMY
26591564_ru	SUBCLASS_OF	полиеновых ЖК	314-327	CHEM	ЖК	325-327	CHEM
26591564_ru	ASSOCIATED_WITH	переэтерификация ПНЖК	359-380	PHYS	ПНЖК	376-380	CHEM
26591564_ru	PHYSIOLOGY_OF	активное поглощение насыщенных, моноеновых и ненасыщенных ЖК	162-222	PHYS	клетки	142-148	ANATOMY
26591564_ru	SUBCLASS_OF	активное поглощение насыщенных, моноеновых и ненасыщенных ЖК	162-222	PHYS	активное поглощение	162-181	PHYS
26591564_ru	ASSOCIATED_WITH	активное поглощение насыщенных, моноеновых и ненасыщенных ЖК	162-222	PHYS	насыщенных ЖК	182-222	CHEM
26591564_ru	ASSOCIATED_WITH	активное поглощение насыщенных, моноеновых и ненасыщенных ЖК	162-222	PHYS	моноеновых	194-204	CHEM
26591564_ru	ASSOCIATED_WITH	активное поглощение насыщенных, моноеновых и ненасыщенных ЖК	162-222	PHYS	ненасыщенных ЖК	207-222	CHEM
26591564_ru	SUBCLASS_OF	переэтерификация ПНЖК	359-380	PHYS	переэтерификация	359-375	PHYS
26591564_ru	SUBCLASS_OF	полярных фосфолипидов	384-405	CHEM	фосфолипидов	393-405	CHEM
26591564_ru	SUBCLASS_OF	неполярные полиэфиры холестерина	408-440	CHEM	полиэфиры	419-428	CHEM
26591564_ru	USED_IN	холестерина	429-440	CHEM	полиэфиры холестерина	419-440	CHEM
26591564_ru	SUBCLASS_OF	полиэфиры холестерина	419-440	CHEM	полиэфиры	419-428	CHEM
26591564_ru	ALTERNATIVE_NAME	протеин	474-481	CHEM	белок	484-489	CHEM
26591564_ru	SUBCLASS_OF	белок, переносящий эфиры ХС	484-511	CHEM	белок	484-489	CHEM
26591564_ru	USED_IN	ХС	509-511	CHEM	эфиры ХС	503-511	CHEM
26591564_ru	SUBCLASS_OF	эфиры ХС	503-511	CHEM	эфиры	503-508	CHEM
26591564_ru	ASSOCIATED_WITH	переход поли-ЭХС из ЛПВП в ЛПНП	538-569	PHYS	поли-ЭХС	546-554	CHEM
26591564_ru	ASSOCIATED_WITH	переход поли-ЭХС из ЛПВП в ЛПНП	538-569	PHYS	ЛПВП	558-562	CHEM
26591564_ru	ASSOCIATED_WITH	переход поли-ЭХС из ЛПВП в ЛПНП	538-569	PHYS	ЛПНП	565-569	CHEM
26591564_ru	APPLIED_TO	БПЭХ	571-575	CHEM	крови	590-595	ANATOMY
26591564_ru	USED_IN	ЛПВП	619-623	CHEM	тройственные комплексы	596-618	CHEM
26591564_ru	USED_IN	БПЭХ	626-630	CHEM	тройственные комплексы	596-618	CHEM
26591564_ru	USED_IN	ЛПНП	633-637	CHEM	тройственные комплексы	596-618	CHEM
26591564_ru	APPLIED_TO	тройственные комплексы	596-618	CHEM	крови	590-595	ANATOMY
26591564_ru	SUBCLASS_OF	полярных липидов	687-703	CHEM	липидов	696-703	CHEM
26591564_ru	SUBCLASS_OF	лигандные ЛПНП	768-782	CHEM	ЛПНП	778-782	CHEM
26591564_ru	PHYSIOLOGY_OF	эндоцитозом	824-835	PHYS	клетки	785-791	ANATOMY
26591564_ru	ASSOCIATED_WITH	эндоцитозом	824-835	PHYS	апоВ-100	815-823	CHEM
26591564_ru	ASSOCIATED_WITH	эндоцитозом	824-835	PHYS	ПНЖК	810-814	CHEM
26591564_ru	ASSOCIATED_WITH	мутация БПЭХ-минус	907-925	PHYS	БПЭХ-минус	915-925	CHEM
26591564_ru	HAS_CAUSE	гибель популяции	947-963	PHYS	атеросклероза	967-980	DISO
26591564_ru	ASSOCIATED_WITH	активного поглощения ПНЖК	1025-1050	PHYS	ПНЖК	1046-1050	CHEM
26591564_ru	SUBCLASS_OF	активного поглощения ПНЖК	1025-1050	PHYS	активного поглощения	1025-1045	PHYS
26591564_ru	PHYSIOLOGY_OF	поглощать поли-ЭХС	1074-1092	PHYS	клетки	1061-1067	ANATOMY
26591564_ru	ASSOCIATED_WITH	поглощать поли-ЭХС	1074-1092	PHYS	поли-ЭХС	1084-1092	CHEM
26591564_ru	USED_IN	поли-ЭХС	1084-1092	CHEM	ЛПВП	1103-1107	CHEM
26591564_ru	USED_IN	домена-лиганда	1136-1150	CHEM	апоА-I	1120-1126	CHEM
26591564_ru	SUBCLASS_OF	апоЕ/А-I	1178-1186	CHEM	лиганд	1171-1177	CHEM
26591564_ru	PHYSIOLOGY_OF	синтезировать рецепторы апоЕ/А-I	1204-1236	PHYS	клетки	1188-1194	ANATOMY
26591564_ru	SUBCLASS_OF	рецепторы апоЕ/А-I	1218-1236	CHEM	рецепторы	1218-1227	CHEM
26591564_ru	USED_IN	рецепторы апоЕ/А-I	1218-1236	CHEM	апоЕ/А-I	1228-1236	CHEM
26591564_ru	ASSOCIATED_WITH	синтезировать рецепторы апоЕ/А-I	1204-1236	PHYS	рецепторы апоЕ/А-I	1218-1236	CHEM
26591564_ru	ASSOCIATED_WITH	поглощают ПНЖК	1264-1278	PHYS	ПНЖК	1274-1278	CHEM
26591564_ru	PHYSIOLOGY_OF	поглощают ПНЖК	1264-1278	PHYS	Клетки	1238-1244	ANATOMY
26591564_ru	ASSOCIATED_WITH	эндоцитоза	1314-1324	PHYS	апоВ-100	1305-1313	CHEM
26591564_ru	ASSOCIATED_WITH	эндоцитоза	1314-1324	PHYS	ЛПНП	1300-1304	CHEM
26591564_ru	ASSOCIATED_WITH	эндоцитоза	1314-1324	PHYS	ЛПВП	1295-1299	CHEM
26591564_ru	PHYSIOLOGY_OF	поглощают ЛПВП	1346-1360	PHYS	клетки	1326-1332	ANATOMY
26591564_ru	ASSOCIATED_WITH	поглощают ЛПВП	1346-1360	PHYS	ЛПВП	1356-1360	CHEM
26591564_ru	PHYSIOLOGY_OF	эндоцитоз	1381-1390	PHYS	клетки	1326-1332	ANATOMY
26591564_ru	PHYSIOLOGY_OF	эндоцитоза	1314-1324	PHYS	Клетки	1238-1244	ANATOMY
26591564_ru	ASSOCIATED_WITH	эндоцитоз	1381-1390	PHYS	ЛПВП	1367-1371	CHEM
26591564_ru	ASSOCIATED_WITH	эндоцитоз	1381-1390	PHYS	апоЕ/А-I	1372-1380	CHEM
26591564_ru	ASSOCIATED_WITH	содержание БПЭХ	1410-1425	PHYS	БПЭХ	1421-1425	CHEM
26591564_ru	FINDING_OF	высоко содержание БПЭХ	1403-1425	FINDING	содержание БПЭХ	1410-1425	PHYS
26591564_ru	ASSOCIATED_WITH	уровень апоЕ в ЛПВП	1433-1452	PHYS	ЛПВП	1448-1452	CHEM
26591564_ru	FINDING_OF	низок уровень апоЕ в ЛПВП	1427-1452	FINDING	уровень апоЕ в ЛПВП	1433-1452	PHYS
26591564_ru	ASSOCIATED_WITH	уровень апоЕ в ЛПВП	1433-1452	PHYS	апоЕ	1441-1445	CHEM
26591564_ru	SUBCLASS_OF	экзогенной гиперхолестеринемии	1475-1505	DISO	гиперхолестеринемии	1486-1505	DISO
26591564_ru	ASSOCIATED_WITH	уровень БПЭХ	1520-1532	PHYS	БПЭХ	1528-1532	CHEM
26591564_ru	FINDING_OF	низок уровень БПЭХ	1514-1532	FINDING	уровень БПЭХ	1520-1532	PHYS
26591564_ru	FINDING_OF	высоко содержание апоЕ в ЛПВП	1534-1563	FINDING	содержание апоЕ в ЛПВП	1541-1563	PHYS
26591564_ru	ASSOCIATED_WITH	содержание апоЕ в ЛПВП	1541-1563	PHYS	апоЕ	1552-1556	CHEM
26591564_ru	ASSOCIATED_WITH	содержание апоЕ в ЛПВП	1541-1563	PHYS	ЛПВП	1559-1563	CHEM
26591564_ru	ASSOCIATED_WITH	экзогенной гиперхолестеринемии	1475-1505	DISO	чувствительны к экзогенной гиперхолестеринемии	1459-1505	FINDING
26591564_ru	ASSOCIATED_WITH	гиперхолестеринемии	1584-1603	DISO	резистентны к гиперхолестеринемии	1570-1603	FINDING
26591564_ru	ASSOCIATED_WITH	атеросклероза	1623-1636	DISO	понижение биодоступности ПНЖК	1639-1668	FINDING
26591564_ru	ASSOCIATED_WITH	биодоступности ПНЖК	1649-1668	PHYS	ПНЖК	1664-1668	CHEM
26591564_ru	FINDING_OF	понижение биодоступности ПНЖК	1639-1668	FINDING	биодоступности ПНЖК	1649-1668	PHYS
26591564_ru	PHYSIOLOGY_OF	поглощении клетками	1690-1712	PHYS	клетками	1704-1712	ANATOMY
26591564_ru	PHYSIOLOGY_OF	дефицита ПНЖК	1745-1758	PHYS	внутриклеточного	1728-1744	ANATOMY
26591564_ru	ASSOCIATED_WITH	дефицита ПНЖК	1745-1758	PHYS	ПНЖК	1754-1758	CHEM
26591564_ru	ASSOCIATED_WITH	атеросклероза	1623-1636	DISO	формирование внутриклеточного дефицита ПНЖК	1715-1758	FINDING
26591564_ru	ABBREVIATION	липопротеины	73-85	CHEM	ЛП	87-89	CHEM
26591564_ru	SUBCLASS_OF	липопротеины (ЛП) высокой плотности	73-108	CHEM	липопротеины	73-85	CHEM
26591564_ru	SUBCLASS_OF	клетками полиеновых ЖК	305-327	ANATOMY	клетками	305-313	ANATOMY
26591564_ru	ALTERNATIVE_NAME	активное поглощение насыщенных, моноеновых и ненасыщенных ЖК	162-222	PHYS	активного поглощения клетками полиеновых ЖК	284-327	PHYS
26591564_ru	ASSOCIATED_WITH	активно поглощают ПНЖК	792-814	PHYS	ПНЖК	810-814	CHEM
26591564_ru	SUBCLASS_OF	мутация БПЭХ-минус	907-925	PHYS	мутация	907-914	PHYS
26591564_ru	ALTERNATIVE_NAME	активного поглощения ПНЖК	1025-1050	PHYS	поглощают ПНЖК	1264-1278	PHYS
26591564_ru	ASSOCIATED_WITH	атеросклероза	1623-1636	DISO	Основа патогенеза атеросклероза	1605-1636	FINDING
26591564_ru	HAS_CAUSE	Основа патогенеза атеросклероза	1605-1636	FINDING	понижение биодоступности ПНЖК	1639-1668	FINDING
26591564_ru	ASSOCIATED_WITH	поглощении клетками	1690-1712	PHYS	ПНЖК	1664-1668	CHEM
26591564_ru	SUBCLASS_OF	внутриклеточного дефицита ПНЖК	1728-1758	PHYS	дефицита ПНЖК	1745-1758	PHYS
26591564_ru	FINDING_OF	формирование внутриклеточного дефицита ПНЖК	1715-1758	FINDING	внутриклеточного дефицита ПНЖК	1728-1758	PHYS
26591564_ru	SUBCLASS_OF	апоА-I	1120-1126	CHEM	апоА	1120-1124	CHEM
26591564_ru	SUBCLASS_OF	апоА-I	66-72	CHEM	апоА	66-70	CHEM
26591564_ru	PHYSIOLOGY_OF	активно поглощают ПНЖК	792-814	PHYS	клетки	785-791	ANATOMY
26591564_ru	SUBCLASS_OF	апоВ-100	1305-1313	CHEM	апоВ	1305-1309	CHEM
26710509_ru	ABBREVIATION	полимеразную цепную реакцию	50-77	LABPROC	ПЦР	79-82	LABPROC
26710509_ru	ABBREVIATION	алкогольной кардиомиопатии	119-145	DISO	АКМП	147-151	DISO
26710509_ru	ABBREVIATION	кардиомиоцитах	298-312	ANATOMY	КМЦ	314-317	ANATOMY
26710509_ru	ABBREVIATION	иммуногистохимические (ИГХ) методы	13-47	LABPROC	ИГХ	36-39	LABPROC
26710509_ru	HAS_CAUSE	смерти	109-115	PHYS	алкогольной кардиомиопатии	119-145	DISO
26710509_ru	HAS_CAUSE	смерти	553-559	PHYS	АКМП	563-567	DISO
26710509_ru	HAS_CAUSE	смерти	916-922	PHYS	АКМП	926-930	DISO
26710509_ru	SUBCLASS_OF	ПЦР	796-799	LABPROC	гистологических исследований	838-866	LABPROC
26710509_ru	SUBCLASS_OF	ИГХ	790-793	LABPROC	гистологических исследований	838-866	LABPROC
26710509_ru	SUBCLASS_OF	алкогольной кардиомиопатии	119-145	DISO	кардиомиопатии	131-145	DISO
26710509_ru	TO_DETECT_OR_STUDY	полимеразную цепную реакцию	50-77	LABPROC	смерти	109-115	PHYS
26710509_ru	TO_DETECT_OR_STUDY	иммуногистохимические (ИГХ) методы	13-47	LABPROC	смерти	109-115	PHYS
26710509_ru	SUBCLASS_OF	интерстициальным миокардитом	155-183	DISO	миокардитом	172-183	DISO
26710509_ru	ASSOCIATED_WITH	смерти	109-115	PHYS	интерстициальным миокардитом	155-183	DISO
26710509_ru	SUBCLASS_OF	антигена парвовируса В19	271-295	CHEM	антигена	271-279	CHEM
26710509_ru	ASSOCIATED_WITH	экспрессии антигена	260-279	PHYS	антигена парвовируса В19	271-295	CHEM
26710509_ru	APPLIED_TO	ИГХ	237-240	LABPROC	экспрессии антигена	260-279	PHYS
26710509_ru	SUBCLASS_OF	кардиомиоцитах	298-312	ANATOMY	клетках	321-328	ANATOMY
26710509_ru	AFFECTS	экспрессии антигена	260-279	PHYS	кардиомиоцитах	298-312	ANATOMY
26710509_ru	AFFECTS	экспрессии антигена	260-279	PHYS	клетках воспалительного инфильтрата	321-356	ANATOMY
26710509_ru	SUBCLASS_OF	клетках воспалительного инфильтрата	321-356	ANATOMY	клетках	321-328	ANATOMY
26710509_ru	SUBCLASS_OF	гладкомышечных клетках сосудов	368-398	ANATOMY	клетках	383-390	ANATOMY
26710509_ru	PART_OF	гладкомышечных клетках сосудов	368-398	ANATOMY	сосудов	391-398	ANATOMY
26710509_ru	AFFECTS	экспрессии антигена	260-279	PHYS	гладкомышечных клетках сосудов	368-398	ANATOMY
26710509_ru	AFFECTS	экспрессии антигена	260-279	PHYS	клетках воспалительного инфильтрата	401-436	ANATOMY
26710509_ru	SUBCLASS_OF	клетках воспалительного инфильтрата	401-436	ANATOMY	клетках	401-408	ANATOMY
26710509_ru	ASSOCIATED_WITH	экспрессия VP1-антигена энтеровирусов	456-493	PHYS	VP1-антигена энтеровирусов	467-493	CHEM
26710509_ru	ASSOCIATED_WITH	Экспрессию антигена	495-514	PHYS	антигена парвовируса В19	506-530	CHEM
26710509_ru	SUBCLASS_OF	антигена парвовируса В19	506-530	CHEM	антигена	506-514	CHEM
26710509_ru	TO_DETECT_OR_STUDY	ПЦР	607-610	LABPROC	АКМП	627-631	DISO
26710509_ru	TO_DETECT_OR_STUDY	ПЦР	796-799	LABPROC	миокардита	895-905	DISO
26710509_ru	TO_DETECT_OR_STUDY	ИГХ	790-793	LABPROC	миокардита	895-905	DISO
26710509_ru	SUBCLASS_OF	экспрессии антигена	260-279	PHYS	экспрессии	260-270	PHYS
26710509_ru	SUBCLASS_OF	экспрессия VP1-антигена энтеровирусов	456-493	PHYS	экспрессия	456-466	PHYS
26710509_ru	SUBCLASS_OF	VP1-антигена энтеровирусов	467-493	CHEM	антигена	471-479	CHEM
26710509_ru	SUBCLASS_OF	Экспрессию антигена	495-514	PHYS	Экспрессию	495-505	PHYS
26710509_ru	ASSOCIATED_WITH	Экспрессию антигена	495-514	PHYS	смерти	553-559	PHYS
26710509_ru	USED_IN	полимеразную	50-62	CHEM	полимеразную цепную реакцию	50-77	LABPROC
26710509_ru	AFFECTS	экспрессия VP1-антигена энтеровирусов	456-493	PHYS	КМЦ	440-443	ANATOMY
26753196_ru	ABBREVIATION	рубцового стеноза трахеи	359-383	DISO	РСТ	385-388	DISO
26753196_ru	PART_OF	грудном отделе трахеи	1030-1051	ANATOMY	трахеи	1045-1051	ANATOMY
26753196_ru	SUBCLASS_OF	рубцовым стенозом трахеи	304-328	DISO	рубцовым стенозом	304-321	DISO
26753196_ru	SUBCLASS_OF	рубцовым стенозом	304-321	DISO	стенозом	313-321	DISO
26753196_ru	AFFECTS	рубцовым стенозом трахеи	304-328	DISO	трахеи	322-328	ANATOMY
26753196_ru	AFFECTS	рубцового стеноза трахеи	359-383	DISO	трахеи	377-383	ANATOMY
