document_id	text	entity_type	spans	UMLS_CUI
26977728_ru	ЦВС	ANATOMY	443-446	C0035327
26977728_ru	ретинальных	ANATOMY	48-59	C0035298
26977728_ru	ишемической	DISO	752-763	C0022116
26977728_ru	ишемической макулопатии	DISO	752-775	C0730286
26977728_ru	ишемического	DISO	88-100	C0022116
26977728_ru	ЦВС	ANATOMY	945-948	C0035327
26977728_ru	Central Vein occlusion	DISO	368-390	C0154841
26977728_ru	МО	DISO	1183-1185	C0271051
26977728_ru	ЦВС	ANATOMY	186-189	C0035327
26977728_ru	неишемического	DISO	108-122	CUILESS
26977728_ru	Ozurdex	CHEM	1036-1043	C2702456
26977728_ru	центральной вены сетчатки	ANATOMY	159-184	C0035327
26977728_ru	основного ствола центральной вены сетчатки	ANATOMY	142-184	CUILESS
26977728_ru	венозных	ANATOMY	60-68	C0042449
26977728_ru	интравитреальную	ANATOMY	1186-1202	C1554888
26977728_ru	вены	ANATOMY	171-175	C0042449
26977728_ru	основного ствола ЦВС	ANATOMY	928-948	CUILESS
26977728_ru	ЦВС	ANATOMY	1336-1339	C0035327
26977728_ru	кистозного МО	DISO	630-643	C0271051
26977728_ru	сетчатки	ANATOMY	809-817	C0035298
26977728_ru	окклюзий	DISO	69-77	C0028778
26977728_ru	окклюзии основного ствола ЦВС	DISO	919-948	C0028778
26977728_ru	окклюзии	DISO	1320-1328	C0028778
26977728_ru	венозных окклюзий	DISO	60-77	C0948441
26977728_ru	окклюзии	DISO	133-141	C0028778
26977728_ru	Макулярный отек	DISO	0-15	C0271051
26977728_ru	персистирующем МО	DISO	1168-1185	CUILESS
26977728_ru	сетчатки	ANATOMY	1244-1252	C0035298
26977728_ru	МО	DISO	17-19	C0271051
26977728_ru	окклюзии	DISO	434-442	C0028778
26977728_ru	МО	DISO	641-643	C0271051
26977728_ru	сетчатки	ANATOMY	176-184	C0035298
26977728_ru	МО	DISO	191-193	C0271051
26977728_ru	МО	DISO	912-914	C0271051
26977728_ru	МО	DISO	879-881	C0271051
26977728_ru	VEGF	CHEM	1418-1422	C1171892
26977728_ru	Макулярный	ANATOMY	0-10	C0450295
26977728_ru	отек	DISO	11-15	C0013604
26977728_ru	Vein	ANATOMY	376-380	C0042449
26977728_ru	Central Vein	ANATOMY	368-380	C0035327
26977728_ru	МО	DISO	1378-1380	C0271051
26977728_ru	кортикостероидов	CHEM	1018-1034	C0001617
26977728_ru	МО	DISO	325-327	C0271051
26977728_ru	кистозного	DISO	630-640	C0010709
26977728_ru	VEGF	CHEM	1056-1060	C1171892
26977728_ru	окклюзии ветвей ЦВС	DISO	1320-1339	CUILESS
26977729_ru	окклюзии ретинальных вен	DISO	903-927	C0035328
26977729_ru	ветвей	ANATOMY	85-91	C0459785
26977729_ru	неоваскулярных осложнений	DISO	9-34	CUILESS
26977729_ru	неоваскуляризации заднего отрезка	DISO	268-301	C4728122
26977729_ru	заднего отрезков	ANATOMY	882-898	C0578853
26977729_ru	неперфузируемых зон	ANATOMY	197-216	CUILESS
26977729_ru	ОРВ	DISO	929-932	C0035328
26977729_ru	интравитреальных препаратов	CHEM	1517-1544	CUILESS
26977729_ru	неоваскулярных осложнений	DISO	425-450	CUILESS
26977729_ru	неоваскулярных осложнений	DISO	561-586	CUILESS
26977729_ru	ишемического подтипа окклюзии ЦВС	DISO	490-523	C0730360
26977729_ru	стероидов	CHEM	1118-1127	C0038317
26977729_ru	ишемического	DISO	490-502	C0022116
26977729_ru	переднего отрезков	ANATOMY	870-879,890-898	CUILESS
26977729_ru	ишемии	DISO	1599-1605	C0022116
26977729_ru	анти-VEGF-препаратами	CHEM	947-968	CUILESS
26977729_ru	ретинальных вен	ANATOMY	912-927	CUILESS
26977729_ru	глаза	ANATOMY	607-612	C0015392
26977729_ru	заднего отрезка	ANATOMY	286-301	C0578853
26977729_ru	глаза	ANATOMY	1189-1194	C0015392
26977729_ru	окклюзии	DISO	511-519	C0028778
26977729_ru	VEGF	CHEM	1072-1076	C0078058
26977729_ru	неоваскуляризации	DISO	852-869	C0027686
26977729_ru	неоваскуляризации	DISO	1171-1188	C0027686
26977729_ru	гипертензии	DISO	774-785	C0020538
26977729_ru	неоваскуляризации	DISO	268-285	C0027686
26977729_ru	окклюзии	DISO	903-911	C0028778
26977729_ru	артериальной гипертензии	DISO	761-785	C0020538
26977729_ru	осложнений	DISO	24-34	C0009566
26977729_ru	переднем отрезке глаза	ANATOMY	590-612	C0003153
26977729_ru	вен	ANATOMY	924-927	C0042449
26977729_ru	Панретинальная	ANATOMY	787-801	C0442132
26977729_ru	глаукома	DISO	651-659	C0017601
26977729_ru	вены	ANATOMY	60-64	C0042449
26977729_ru	неоваскулярной глаукомы	DISO	339-362	C0017609
26977729_ru	Неоваскулярная глаукома	DISO	636-659	C0017609
26977729_ru	осложнений	DISO	440-450	C0009566
26977729_ru	сетчатки	ANATOMY	65-73	C0035298
26977729_ru	окклюзии	DISO	39-47	C0028778
26977729_ru	окклюзии	DISO	110-118	C0028778
26977729_ru	сетчатки	ANATOMY	240-248	C0035298
26977729_ru	сетчатки	ANATOMY	164-172	C0035298
26977729_ru	артериальной	ANATOMY	761-773	C0003842
26977729_ru	VEGF	CHEM	952-956	C0078058
26977729_ru	ЦВС	ANATOMY	520-523	C0035327
26977729_ru	центральной вены сетчатки	ANATOMY	48-73	C0035327
26977729_ru	ретинальных	ANATOMY	912-923	C0035298
26977729_ru	нарушения перфузии сетчатки	DISO	145-172	C4049512
26977729_ru	неоваскуляризации глаза	DISO	1171-1194	C0027686
26977729_ru	некомпенсированной артериальной гипертензии	DISO	742-785	CUILESS
26977729_ru	ЦВС	ANATOMY	75-78	C0035327
26977729_ru	окклюзии центральной вены сетчатки	DISO	39-73	C0154841
26977729_ru	окклюзии ЦВС	DISO	511-523	C0154841
26977729_ru	глаукомы	DISO	354-362	C0017601
26977729_ru	осложнений	DISO	576-586	C0009566
26977729_ru	неоваскулярного процесса	DISO	1011-1035	C0027686
26977732_ru	ДР	DISO	228-230	C0011884
26977732_ru	микроциркуляторного русла	ANATOMY	1156-1181	C1513268
26977732_ru	ДР	DISO	499-501	C0011884
26977732_ru	СД 1-го типа	DISO	1196-1208	C0011854
26977732_ru	сосудов микроциркуляторного русла	ANATOMY	26-59	C1513268
26977732_ru	СД	DISO	236-238	C0011849
26977732_ru	капилляров	ANATOMY	529-539	C0006901
26977732_ru	СД	DISO	1196-1198	C0011849
26977732_ru	сладж-феномена	DISO	883-897	C0750852
26977732_ru	СД	DISO	506-508	C0011849
26977732_ru	СД	DISO	116-118	C0011849
26977732_ru	конъюнктивы	ANATOMY	853-864	C0009758
26977732_ru	СД 1-го типа	DISO	236-248	C0011854
26977732_ru	СД 1-го типа	DISO	506-518	C0011854
26977732_ru	сахарным диабетом (СД) 1-го типа	DISO	97-129	C0011854
26977732_ru	артериального	ANATOMY	614-627	C0003842
26977732_ru	стазов	DISO	924-930	C0333138
26977732_ru	офтальмопатологии	DISO	283-300	C0015397
26977732_ru	артериального отдела капилляров	ANATOMY	614-645	CUILESS
26977732_ru	базальной мембраны	ANATOMY	562-580	C0004799
26977732_ru	конъюнктивы	ANATOMY	71-82	C0009758
26977732_ru	венозного отдела капилляров	ANATOMY	594-603,628-645	CUILESS
26977732_ru	сосудов	ANATOMY	26-33	C0005847
26977732_ru	капилляров	ANATOMY	635-645	C0006901
26977732_ru	Танакан	CHEM	738-745	C0525094
26977732_ru	конъюнктивы	ANATOMY	428-439	C0009758
26977732_ru	сладж-феномен	DISO	670-683	C0750852
26977732_ru	диабетической ретинопатией	DISO	200-226	C0011884
26977732_ru	агрегатов	CHEM	659-668	CUILESS
26977732_ru	ретинопатией	DISO	214-226	C0035309
26977732_ru	диабетической	DISO	200-213	C0011847
26977732_ru	диабетом	DISO	106-114	C0011847
26977732_ru	бульбарной конъюнктивы	ANATOMY	842-864	C0229275
26977732_ru	сахарным диабетом	DISO	97-114	C0011849
26977732_ru	бульбарной конъюнктивы	ANATOMY	417-439	C0229275
26977732_ru	бульбарной конъюнктивы	ANATOMY	60-82	C0229275
26977732_ru	венозного	ANATOMY	594-603	C0042449
26977732_ru	мембраны	ANATOMY	572-580	C0932043
26977732_ru	микрососудов	ANATOMY	829-841	C2350570
26977733_ru	первичной открытоугольной глаукомой	DISO	124-159	C0339573
26977733_ru	ПОУГ	DISO	1245-1249	C0339573
26977733_ru	Мексидола	CHEM	1022-1031	C0128329
26977733_ru	Мексидол	CHEM	267-275	C0128329
26977733_ru	Мексидолом	CHEM	1434-1444	C0128329
26977733_ru	Мексидол	CHEM	478-486	C0128329
26977733_ru	ПОУГ	DISO	161-165	C0339573
26977733_ru	ПОУГ	DISO	402-406	C0339573
26977733_ru	Мексидолом	CHEM	1273-1283	C0128329
26977733_ru	внутриглазного	ANATOMY	447-461	C3282905
26977733_ru	глаукомой	DISO	150-159	C0017601
26977733_ru	глаз	ANATOMY	850-854	C0015392
26977733_ru	открытоугольной глаукомой	DISO	134-159	C0017612
26977733_ru	ПОУГ I-III стадии	DISO	402-419	CUILESS
26977764_ru	злокачественными новообразованиями бронхов	DISO	84-126	C4048331
26977764_ru	лоскутами	ANATOMY	952-961	C0038925
26977764_ru	опухолями	DISO	1369-1378	C0006826
26977764_ru	опухолях	DISO	1310-1318	C0006826
26977764_ru	трахеи	ANATOMY	61-67	C0040578
26977764_ru	рак	DISO	436-439	C0006826
26977764_ru	рак	DISO	408-411	C0006826
26977764_ru	трахеи	ANATOMY	580-586	C0040578
26977764_ru	Т3-4N1-2	DISO	1379-1387	CUILESS
26977764_ru	карциноид	DISO	350-359	C0007095
26977764_ru	трахеи	ANATOMY	1491-1497	C0040578
26977764_ru	головы	ANATOMY	1186-1192	C0018670
26977764_ru	Плоскоклеточный	ANATOMY	270-285	C0221910
26977764_ru	правого легкого	ANATOMY	853-868	C0225706
26977764_ru	бронхолегочным сегментом	ANATOMY	815-839	C0225705
26977764_ru	бронхолегочным	ANATOMY	815-829	C0225705
26977764_ru	карины	ANATOMY	573-579	C0225594
26977764_ru	верхней доли	ANATOMY	840-852	C1261074
26977764_ru	легкого	ANATOMY	861-868	C0024109
26977764_ru	верхней доли правого легкого	ANATOMY	840-868	C1261074
26977764_ru	карины	ANATOMY	1484-1490	C0225594
26977764_ru	карины	ANATOMY	54-60	C0225594
26977764_ru	карины	ANATOMY	792-798	C0225594
26977764_ru	карины трахеи	ANATOMY	573-586	C0225594
26977764_ru	Плоскоклеточный рак	DISO	270-289	C0206720
26977764_ru	светлоклеточный рак почки	DISO	420-445	C0279702
26977764_ru	карины трахеи	ANATOMY	54-67	C0225594
26977764_ru	N0	DISO	1635-1637	C0028215
26977764_ru	мелкоклеточный рак	DISO	393-411	C0149925
26977764_ru	почки	ANATOMY	440-445	C0022646
26977764_ru	бронхоплевральной	ANATOMY	1228-1245	C0450194
26977764_ru	m. latiss. dorsi	ANATOMY	962-978	C0224362
26977764_ru	m. serr. anterior	ANATOMY	998-1015	C0224349
26977764_ru	новообразованиями	DISO	101-118	C0027651
26977764_ru	злокачественными новообразованиями	DISO	84-118	C0027651
26977764_ru	аденокистозный рак	DISO	367-385	C0010606
26977764_ru	мелкоклеточный	ANATOMY	393-407	CUILESS
26977764_ru	карины трахеи	ANATOMY	1484-1497	C0225594
26977764_ru	опухолями Т3-4N1-2	DISO	1369-1387	CUILESS
26977764_ru	БПФ	DISO	1255-1258	C0238132
26977764_ru	Т3-Т4N0	DISO	1319-1326	CUILESS
26977764_ru	диморфный рак	DISO	329-342	CUILESS
26977764_ru	m. intercostalis	ANATOMY	980-996	C0021724
26977764_ru	бронхоплевральной фистулы	DISO	1228-1253	C0238132
26977764_ru	Послеоперационные осложнения	DISO	1029-1057	CUILESS
26977764_ru	опухолях Т3-Т4N0	DISO	1310-1326	CUILESS
26977764_ru	рак почки	DISO	436-445	C0740457
26977764_ru	фистулы	DISO	1246-1253	C0016169
26977764_ru	рак	DISO	286-289	C0006826
26977764_ru	осложнения	DISO	1047-1057	C0009566
26977764_ru	аденокарцинома	DISO	307-321	C0001418
26977764_ru	рак	DISO	382-385	C0006826
26977764_ru	рак	DISO	339-342	C0006826
26977764_ru	бронхов	ANATOMY	119-126	C0006255
26977765_ru	коморбидного статуса	DISO	183-203	C0009488
26977765_ru	послеоперационных осложнений	DISO	47-75	C0032787
26977765_ru	легкого	ANATOMY	130-137	C0024109
26977765_ru	раком легкого	DISO	124-137	C0242379
26977765_ru	осложнений	DISO	65-75	C0009566
26977765_ru	осложнений	DISO	680-690	C0009566
26977765_ru	НМРЛ	DISO	364-368	C0007131
26977765_ru	Тяжелые осложнения	DISO	1288-1306	CUILESS
26977765_ru	НМРЛ	DISO	139-143	C0007131
26977765_ru	немелкоклеточным раком легкого	DISO	107-137	C0007131
26977765_ru	осложнений	DISO	1625-1635	C0009566
26977765_ru	осложнений	DISO	1084-1094	C0009566
26977765_ru	осложнений	DISO	828-838	C0009566
26977765_ru	послеоперационных осложнений	DISO	810-838	C0032787
26977765_ru	осложнения	DISO	1296-1306	C0009566
26977765_ru	органов	ANATOMY	512-519	C0178784
26977765_ru	раком	DISO	124-129	C0027651
26977765_ru	осложнений	DISO	1800-1810	C0009566
26977765_ru	осложнений	DISO	243-253	C0009566
26977789_ru	пролиферативной активности	DISO	744-770	C0334094
26977789_ru	глиом	DISO	2047-2052	C0017638
26977789_ru	глиомах	DISO	1897-1904	C0017638
26977789_ru	глиом	DISO	771-776	C0017638
26977789_ru	белого вещества мозга	ANATOMY	249-270	C0152381
26977789_ru	пролиферативной активности	DISO	979-1005	C0334094
26977789_ru	пролиферативной активности	DISO	1179-1205	C0334094
26977789_ru	глиомами	DISO	391-399	C0017638
26977789_ru	пролиферативной активности	DISO	860-886	C0334094
26977789_ru	глиомами	DISO	363-371	C0017638
26977789_ru	глиом головного мозга	DISO	112-133	C0948384
26977789_ru	белого вещества	ANATOMY	249-264	C0682708
26977789_ru	пролиферации	DISO	1629-1641	C0334094
26977789_ru	мозга	ANATOMY	1993-1998	C0006104
26977789_ru	мозга	ANATOMY	265-270	C0006104
26977789_ru	головного мозга	ANATOMY	118-133	C0006104
26977789_ru	мозга	ANATOMY	128-133	C0006104
26977789_ru	контралатерального нормального белого вещества мозга	ANATOMY	218-270	CUILESS
26977789_ru	КНБВ	ANATOMY	933-937	CUILESS
26977789_ru	малигнизации глиом	DISO	2034-2052	CUILESS
26977789_ru	глиом	DISO	1072-1077	C0017638
26977789_ru	КНБВ	ANATOMY	272-276	CUILESS
26977789_ru	злокачественных участках	DISO	791-815	CUILESS
26977789_ru	пролиферативной активности глиом	DISO	860-892	CUILESS
26977789_ru	глиом	DISO	184-189	C0017638
26977789_ru	КНБВ	ANATOMY	1788-1792	CUILESS
26977789_ru	глиом	DISO	887-892	C0017638
26977789_ru	злокачественности	DISO	411-428	CUILESS
26977789_ru	глиом	DISO	1642-1647	C0017638
26977789_ru	глиом	DISO	112-117	C0017638
26977789_ru	пролиферативной активности	DISO	1368-1394	C0334094
26977789_ru	пролиферативной активности	DISO	85-111	C0334094
26977789_ru	пролиферативной активности	DISO	157-183	C0334094
26977789_ru	глиом	DISO	1206-1211	C0017638
26977789_ru	глиомами	DISO	341-349	C0017638
26977789_ru	головного	ANATOMY	118-127	C0018670
26977789_ru	малигнизации	DISO	2034-2046	CUILESS
26977789_ru	контралатерального	ANATOMY	218-236	C0441988
26977790_ru	неврологических нарушений	DISO	101-126	C0027765
26977790_ru	ишемического повреждения	DISO	1087-1111	CUILESS
26977790_ru	ухудшение неврологического статуса	DISO	636-670	C0027765
26977790_ru	мозга	ANATOMY	202-207	C0006104
26977790_ru	волокон внутренней капсулы	ANATOMY	778-804	CUILESS
26977790_ru	ишемическим	DISO	755-766	C0022116
26977790_ru	осложнения	DISO	973-983	C0009566
26977790_ru	головного мозга	ANATOMY	948-963	C0006104
26977790_ru	Тяжелые осложнения	DISO	965-983	CUILESS
26977790_ru	функционально важным зонам головного мозга	ANATOMY	165-207	CUILESS
26977790_ru	волокон	ANATOMY	778-785	CUILESS
26977790_ru	головного мозга	ANATOMY	192-207	C0006104
26977790_ru	мозга	ANATOMY	958-963	C0006104
26977790_ru	речевых зон	ANATOMY	936-947	C0458363
26977790_ru	внутренней капсулы	ANATOMY	786-804	C0152341
26977790_ru	подкорковых	ANATOMY	722-733	C0815275
26977790_ru	подкорковых проводящих путей	ANATOMY	722-750	CUILESS
26977790_ru	ишемическим поражением	DISO	755-777	CUILESS
26977790_ru	проводящих путей	ANATOMY	1176-1192	C0027792
26977790_ru	проводящих путей	ANATOMY	734-750	C0027792
26977790_ru	головного	ANATOMY	948-957	C0018670
26977790_ru	ишемического	DISO	1087-1099	C0022116
26977790_ru	головного	ANATOMY	192-201	C0018670
26977790_ru	зонам головного мозга	ANATOMY	186-207	CUILESS
26977790_ru	опухолей	DISO	142-150	C0027651
26977791_ru	интрамедуллярных	ANATOMY	786-802	C2732619
26977791_ru	интрамедуллярных опухолей	DISO	786-811	C1827075
26977791_ru	эпендимом	DISO	1008-1017	C0014474
26977791_ru	Интрамедуллярные опухоли	DISO	826-850	C1827075
26977791_ru	эпендимом	DISO	1438-1447	C0014474
26977791_ru	спинного мозга	ANATOMY	25-39	C0037925
26977791_ru	шейного	ANATOMY	1153-1160	C0027530
26977791_ru	опухолей	DISO	649-657	C0027651
26977791_ru	интрамедуллярных опухолей	DISO	1516-1541	C1827075
26977791_ru	грудного	ANATOMY	1196-1204	C0817096
26977791_ru	опухоли	DISO	17-24	C0027651
26977791_ru	шейного отдела спинного мозга	ANATOMY	1153-1182	C0457846
26977791_ru	шейного отдела	ANATOMY	1153-1167	C0457846
26977791_ru	диффузных опухолей	DISO	1376-1394	CUILESS
26977791_ru	опухолей	DISO	186-194	C0027651
26977791_ru	интрамедуллярных опухолей	DISO	632-657	C1827075
26977791_ru	образований	DISO	278-289	C0027651
26977791_ru	опухолей	DISO	1386-1394	C0027651
26977791_ru	интрамедуллярных опухолей	DISO	443-468	C1827075
26977791_ru	спинного	ANATOMY	25-33	C0004600
26977791_ru	спинного мозга	ANATOMY	1168-1182	C0037925
26977791_ru	опухолей	DISO	1075-1083	C0027651
26977791_ru	опухоли	DISO	1145-1152	C0027651
26977791_ru	опухолей	DISO	460-468	C0027651
26977791_ru	спинного	ANATOMY	1168-1176	C0004600
26977791_ru	Интрамедуллярные опухоли	DISO	0-24	C1827075
26977791_ru	опухолей	DISO	1533-1541	C0027651
26977791_ru	опухолей	DISO	803-811	C0027651
26977791_ru	интрамедуллярных	ANATOMY	1301-1317	C2732619
26977791_ru	голо-корд	ANATOMY	1207-1216	CUILESS
26977791_ru	интрамедуллярных	ANATOMY	1516-1532	C2732619
26977791_ru	астроцитом	DISO	1425-1435	C0004114
26977791_ru	опухолей	DISO	1318-1326	C0027651
26977791_ru	интрамедуллярных опухолей	DISO	1301-1326	C1827075
26977791_ru	Интрамедуллярные	ANATOMY	0-16	C2732619
26977791_ru	астроцитом	DISO	995-1005	C0004114
26977791_ru	интрамедуллярных	ANATOMY	632-648	C2732619
26977791_ru	опухоли	DISO	843-850	C0027651
26977791_ru	Интрамедуллярные	ANATOMY	826-842	C2732619
26977791_ru	интрамедуллярных	ANATOMY	443-459	C2732619
26977791_ru	опухоли шейного отдела	DISO	1145-1167	C0519081
26977792_ru	позвоночного столба	ANATOMY	1587-1606	C0080179
26977792_ru	фасцикул	ANATOMY	1691-1699	C0015645
26977792_ru	деформации позвоночного столба	DISO	1576-1606	C0575157
26977792_ru	спастическими формами	DISO	346-367	CUILESS
26977792_ru	деформации позвоночного столба	DISO	1979-2009	C0575157
26977792_ru	корешков	ANATOMY	1382-1390	C0228084
26977792_ru	спастического синдрома	DISO	890-912	CUILESS
26977792_ru	пересеченных фасцикул	ANATOMY	1678-1699	CUILESS
26977792_ru	пересеченных фасцикул	ANATOMY	1453-1474	CUILESS
26977792_ru	церебральным параличом	DISO	229-251	C0007789
26977792_ru	детским церебральным параличом	DISO	221-251	C0392549
26977792_ru	позвоночного	ANATOMY	1587-1599	C0037949
26977792_ru	мышечного	ANATOMY	1756-1765	C0517349
26977792_ru	церебрального паралича	DISO	377-399	C0007789
26977792_ru	спастичности	DISO	1403-1415	C0026838
26977792_ru	церебрального	ANATOMY	377-390	C0154724
26977792_ru	параличом	DISO	242-251	C0522224
26977792_ru	мышечного	ANATOMY	1637-1646	C0517349
26977792_ru	позвоночного столба	ANATOMY	1990-2009	C0080179
26977792_ru	позвоночного	ANATOMY	1990-2002	C0037949
26977792_ru	спастичности	DISO	649-661	C0026838
26977792_ru	S1	ANATOMY	456-458	C2331190
26977792_ru	детского церебрального паралича	DISO	368-399	C0392549
26977792_ru	фасцикул	ANATOMY	1466-1474	C0015645
26977792_ru	паралича	DISO	391-399	C0522224
26977792_ru	церебральным	ANATOMY	229-241	C0154724
26977792_ru	L1	ANATOMY	453-455	C2332449
26977795_ru	затылочное отверстие	ANATOMY	74-94	C0016519
26977795_ru	затылочного отверстия	ANATOMY	1417-1438	C0016519
26977795_ru	Киари II	DISO	618-626	C0555206
26977795_ru	мозга	ANATOMY	829-834	C0006104
26977795_ru	большое затылочное отверстие	ANATOMY	66-94	C0016519
26977795_ru	гидроцефалия	DISO	705-717	C0020255
26977795_ru	тела	ANATOMY	859-863	C0242821
26977795_ru	внутричерепного	ANATOMY	363-378	C0524466
26977795_ru	мозжечка	ANATOMY	55-63	C0007765
26977795_ru	мальформацией Киари	DISO	1452-1471	C0003803
26977795_ru	мальформации Киари	DISO	1703-1721	C0003803
26977795_ru	миндалин мозжечка	ANATOMY	46-63	C0152386
26977795_ru	транскраниальной	ANATOMY	748-764	C0442348
26977795_ru	миндалин	ANATOMY	46-54	C0152386
26977795_ru	церебровенозную	ANATOMY	409-424	C0007797
26977795_ru	вклинением миндалин мозжечка	DISO	35-63	CUILESS
26977795_ru	краниовертебральный переход	ANATOMY	303-330	C0004168
26977795_ru	краниовертебральный переход	ANATOMY	146-173	C0004168
26977795_ru	мальформацией Киари	DISO	918-937	C0003803
26977795_ru	краниовертебральный	ANATOMY	146-165	C0004168
26977795_ru	мальформацией	DISO	918-931	C0302142
26977795_ru	венозного	ANATOMY	1657-1666	C0042449
26977795_ru	мальформацией	DISO	575-588	C0302142
26977795_ru	мальформации	DISO	498-510	C0302142
26977795_ru	ликвора	ANATOMY	289-296	C0007806
26977795_ru	ликвора	ANATOMY	132-139	C0007806
26977795_ru	мальформации Киари	DISO	498-516	C0003803
26977795_ru	сирингомиелия	DISO	725-738	C0039144
26977795_ru	мальформацией	DISO	1878-1891	C0302142
26977795_ru	краниовертебральных	ANATOMY	1509-1528	C0004168
26977795_ru	венозный	ANATOMY	795-803	C0042449
26977795_ru	мозга	ANATOMY	1693-1698	C0006104
26977795_ru	большого затылочного отверстия	ANATOMY	1408-1438	C0016519
26977795_ru	мальформацией Киари	DISO	575-594	C0003803
26977795_ru	краниовертебральный	ANATOMY	303-322	C0004168
26977795_ru	мальформацией Киари	DISO	1216-1235	C0003803
26977795_ru	нарушению циркуляции ликвора	DISO	111-139	C0234558
26977795_ru	Мальформация Киари	DISO	0-18	C0003803
26977795_ru	Мальформация	DISO	0-12	C0302142
26977795_ru	мальформацией	DISO	1216-1229	C0302142
26977795_ru	затылочного	ANATOMY	1417-1428	C0230005
26977795_ru	прямом синусе мозга	ANATOMY	815-834	C0226862
26977795_ru	нарушений ЦВОР	DISO	1831-1845	CUILESS
26977795_ru	синусе мозга	ANATOMY	1686-1698	C0010271
26977795_ru	Киари I	DISO	596-603	C0750929
26977795_ru	мальформацией	DISO	1452-1465	C0302142
26977795_ru	мальформации	DISO	1703-1715	C0302142
26977795_ru	синусе мозга	ANATOMY	822-834	C0010271
26977795_ru	прямом синусе мозга	ANATOMY	1679-1698	C0226862
26977795_ru	мальформацией Киари	DISO	1878-1897	C0003803
26977795_ru	затылочное	ANATOMY	74-84	C0230005
26977797_ru	стеноза	DISO	1145-1152	C1261287
26977797_ru	стеноз	DISO	402-408	C1261287
26977797_ru	стенозом	DISO	237-245	C1261287
26977797_ru	шейного	ANATOMY	1137-1144	C0027530
26977797_ru	миелопатией	DISO	90-101	C0037928
26977797_ru	клинических проявлений	DISO	1192-1214	C1457887
26977797_ru	позвоночного канала	ANATOMY	409-428	C0037922
26977797_ru	шейного отдела	ANATOMY	439-453	C0581619
26977797_ru	шейного стеноза	DISO	1137-1152	C0158280
26977797_ru	шейным стенозом	DISO	230-245	C0158280
26977797_ru	шейного	ANATOMY	439-446	C0027530
26977797_ru	шейным	ANATOMY	230-236	C0027530
26977797_ru	шейной	ANATOMY	83-89	C0027530
26977797_ru	шейной	ANATOMY	1010-1016	C0027530
26977797_ru	миелопатии	DISO	742-752	C0037928
26977797_ru	позвоночного	ANATOMY	409-421	C0037949
26977797_ru	миелопатией	DISO	259-270	C0037928
26977797_ru	шейной миелопатией	DISO	1010-1028	C0149645
26977797_ru	шейной миелопатией	DISO	83-101	C0149645
26977797_ru	шейным стенозом, осложненным миелопатией	DISO	230-270	C0281799
26977797_ru	миелопатией	DISO	1017-1028	C0037928
26977797_ru	спондилогенного шейного стеноза	DISO	1121-1152	C1393565
26977797_ru	стеноза	DISO	1237-1244	C1261287
26977797_ru	транскраниальной	ANATOMY	678-694	C0442348
26977797_ru	протяженного спондилогенного шейного стеноза	DISO	1108-1152	CUILESS
26977797_ru	протяженный стеноз	DISO	390-408	CUILESS
26977862_ru	сердца	ANATOMY	93-99	C0018787
26977862_ru	чреспищеводная	ANATOMY	1064-1078	C0522518
26977862_ru	сердца	ANATOMY	817-823	C0018787
26977862_ru	эмболического синдрома	DISO	959-981	C1704212
26977862_ru	объемных образований	DISO	63-83	C0577559
26977862_ru	клапанов сердца	ANATOMY	316-331	C0018826
26977862_ru	псевдоопухолевых образований	DISO	779-807	C0033844
26977862_ru	псевдоопухолевыми образованиями	DISO	284-315	C0033844
26977862_ru	клапанов сердца	ANATOMY	84-99	C0018826
26977862_ru	клапанов сердца	ANATOMY	808-823	C0018826
26977862_ru	опухолевых	DISO	766-776	CUILESS
26977862_ru	осложнения	DISO	371-381	C0009566
26977862_ru	Госпитальные осложнения	DISO	358-381	CUILESS
26977862_ru	опухолевыми образованиями	DISO	270-281,302-315	CUILESS
26977862_ru	сердца	ANATOMY	325-331	C0018787
26977862_ru	клинической симптоматики	DISO	933-957	C1457887
26977863_ru	острого аппендицита	DISO	1238-1257	C0085693
26977863_ru	острого аппендицита	DISO	1041-1060	C0085693
26977863_ru	червеобразного отростка	ANATOMY	463-486	C0003617
26977863_ru	флегмонозной форме	DISO	1219-1237	C0443278
26977863_ru	флегмонозными	DISO	809-822	C0443278
26977863_ru	флегмонозные	DISO	622-634	C0443278
26977863_ru	хронические	DISO	910-921	C0008679
26977863_ru	воспалительных	DISO	944-958	C0021368
26977863_ru	отростков	ANATOMY	548-557	C0003617
26977863_ru	воспалительные	DISO	1302-1316	C0021368
26977863_ru	острым аппендицитом	DISO	206-225	C0085693
26977863_ru	воспалительных	DISO	438-452	C0021368
26977863_ru	гангренозные	DISO	654-666	C0017086
26977863_ru	воспалительных изменений	DISO	944-968	C0333348
26977863_ru	катаральные	DISO	590-601	C0267638
26977863_ru	червеобразных отростков	ANATOMY	112-135	C0003617
26977863_ru	гангренозными	DISO	842-855	C0017086
26977863_ru	острые воспалительные изменения	DISO	1295-1326	C0333361
26977863_ru	аппендицита	DISO	1246-1257	C0003615
26977863_ru	воспалительных изменений	DISO	438-462	C0333348
26977863_ru	катаральными	DISO	764-776	C0267638
26977863_ru	отростки	ANATOMY	743-751	C0003617
26977863_ru	аппендицита	DISO	1049-1060	C0003615
26977863_ru	аппендицитом	DISO	213-225	C0003615
26977863_ru	червеобразном отростке	ANATOMY	1329-1351	C0003617
